year,month,airport,incoming,outgoing
2016,1,SBCT,3529,3543
2016,1,SBPA,3308,3308
2016,1,KMIA,1088,1136
2016,1,TJSJ,12,12
2016,1,SBBR,8234,8263
2016,1,KMCO,286,286
2016,1,KLAX,66,66
2016,1,SBGR,13699,13740
2016,1,SBSV,4194,4193
2016,1,SBRF,3174,3180
2016,1,KTPA,4,4
2016,1,KJFK,281,270
2016,1,SAEZ,1623,1628
2016,1,SBGL,6451,6399
2016,1,SLLP,31,31
2016,1,SLVR,187,199
2016,1,KDFW,58,58
2016,1,SBEG,1986,2000
2016,1,MYNN,1,1
2016,1,SUMU,433,434
2016,1,SBCF,6016,5995
2016,1,SBKP,6709,6733
2016,1,CYYZ,57,58
2016,1,LEMD,565,567
2016,1,SGAS,292,293
2016,1,SPJC,542,540
2016,1,LFPG,220,219
2016,1,SCEL,882,823
2016,1,MMMX,86,88
2016,1,SKBO,479,455
2016,1,LIRF,111,111
2016,1,LEBL,62,62
2016,1,SABE,536,535
2016,1,SACO,100,100
2016,1,SBFL,1782,1731
2016,1,MMUN,24,25
2016,1,SVMI,85,90
2016,1,SBPS,1042,1052
2016,1,SBBH,378,375
2016,1,SBBE,1879,1820
2016,1,SBSG,1200,1208
2016,1,SBIP,155,153
2016,1,SBMG,621,619
2016,1,SBMK,225,234
2016,1,SBLO,628,609
2016,1,SBCD,1,1
2016,1,SBTE,574,596
2016,1,SNTF,44,43
2016,1,SBGV,103,89
2016,1,SBSP,7939,7929
2016,1,SBCP,76,77
2016,1,SBLJ,1,1
2016,1,SBUL,732,736
2016,1,SBMA,240,241
2016,1,SBSL,841,819
2016,1,SBRP,1145,1139
2016,1,SDCO,2,1
2016,1,SBRJ,4970,4937
2016,1,SBVT,1505,1507
2016,1,SBHT,221,221
2016,1,SBCY,1504,1541
2016,1,SBMO,963,963
2016,1,SBIZ,236,235
2016,1,SBPJ,374,377
2016,1,SNBR,138,136
2016,1,SBPV,601,628
2016,1,SBMQ,279,320
2016,1,SBNF,881,896
2016,1,SBFI,835,828
2016,1,SBGO,1625,1687
2016,1,SWLC,26,27
2016,1,SBIL,432,427
2016,1,SBDN,229,232
2016,1,SBUR,123,121
2016,1,SBQV,276,278
2016,1,SBCG,795,789
2016,1,SBSR,432,433
2016,1,SBSJ,62,62
2016,1,SWSI,175,172
2016,1,SBZM,161,163
2016,1,SBAT,44,44
2016,1,SBVH,26,26
2016,1,SBFN,155,155
2016,1,SBSN,452,453
2016,1,SSKW,31,31
2016,1,SBJU,293,323
2016,1,SBPL,242,243
2016,1,SBFZ,2501,2527
2016,1,SNVB,5,5
2016,1,SBAR,634,614
2016,1,SBJV,342,341
2016,1,SBJP,660,652
2016,1,SBUF,13,13
2016,1,SBLE,20,18
2016,1,SBTT,35,35
2016,1,SBCB,223,222
2016,1,SWPI,100,101
2016,1,SBIH,102,102
2016,1,SBTB,28,28
2016,1,SBBV,115,126
2016,1,SBPF,122,120
2016,1,SBDB,21,21
2016,1,SBPK,52,52
2016,1,SBTU,12,12
2016,1,SBFE,5,5
2016,1,SBCM,58,59
2016,1,SBAE,161,162
2016,1,SBML,86,85
2016,1,SBCH,214,216
2016,1,SBCX,78,78
2016,1,SBDO,114,114
2016,1,SBAU,90,90
2016,1,SBCA,305,280
2016,1,SBTG,83,84
2016,1,SBCJ,97,96
2016,1,SBJI,27,27
2016,1,SBUG,26,26
2016,1,SBRB,328,292
2016,1,SBCN,82,87
2016,1,SBRD,138,135
2016,1,SNDV,41,41
2016,1,SBTF,71,71
2016,1,SBSM,28,26
2016,1,SBCR,22,22
2016,1,SNPD,5,5
2016,1,SBAX,5,6
2016,1,KFLL,55,54
2016,1,SOCA,49,49
2016,1,SBPB,28,28
2016,1,SULS,40,40
2016,1,SBTC,25,25
2016,1,EGLL,115,116
2016,1,ZBAA,9,9
2016,1,EDDF,227,235
2016,1,ELLX,30,26
2016,1,SELT,15,14
2016,1,TJBQ,15,15
2016,1,EHBK,14,14
2016,1,MPTO,627,628
2016,1,MUHA,15,20
2016,1,KDTW,13,14
2016,1,KATL,95,93
2016,1,EDDM,31,31
2016,1,MDPC,154,159
2016,1,FNLU,35,35
2016,1,OMAA,31,31
2016,1,HAAB,17,17
2016,1,KMEM,25,21
2016,1,GOOY,60,59
2016,1,SEQM,135,133
2016,1,SBCZ,63,63
2016,1,SBKG,65,63
2016,1,SAAR,50,53
2016,1,SMJP,37,36
2016,1,SAME,18,18
2016,1,TNCA,19,26
2016,1,TBPB,10,10
2016,1,TTCP,5,5
2016,1,TFFF,5,5
2016,1,KBFI,0,1
2016,1,SEQU,99,99
2016,1,DNPO,0,1
2016,1,TNCC,23,22
2016,1,LIMC,36,36
2016,1,RKSI,22,22
2016,1,PANC,9,9
2016,1,EHAM,155,168
2016,1,SEGU,57,57
2016,1,SGES,64,64
2016,1,SKRG,159,147
2016,1,SANT,22,22
2016,1,SCDA,51,40
2016,1,LFSB,5,5
2016,1,MDSD,1,1
2016,1,MROC,75,43
2016,1,MMGL,9,4
2016,1,MMMD,4,4
2016,1,SWCA,28,29
2016,1,SBUA,9,9
2016,1,SWBC,17,17
2016,1,SWEI,9,9
2016,1,SWKO,21,22
2016,1,SWHT,8,8
2016,1,SBMY,8,8
2016,1,SWLB,9,9
2016,1,SWGN,93,90
2016,1,OTHH,31,31
2016,1,GMMN,13,13
2016,1,FAJS,45,75
2016,1,WSSS,13,14
2016,1,LSZH,45,45
2016,1,SBJA,24,24
2016,1,MMQT,1,1
2016,1,SDSC,17,14
2016,1,LPPT,288,291
2016,1,LPPR,18,18
2016,1,GVNP,4,4
2016,1,GVAC,19,18
2016,1,LTBA,31,31
2016,1,SBUY,100,100
2016,1,SKCL,8,8
2016,1,SVVA,23,23
2016,1,MGGT,1,2
2016,1,OMDB,62,62
2016,1,OMDW,5,8
2016,1,KIAH,124,124
2016,1,KEWR,32,31
2016,1,KORD,31,31
2016,1,KIAD,31,31
2016,1,SLCB,13,0
2016,1,FVHA,1,0
2016,1,GCRR,0,0
2016,1,SPRU,0,0
2016,1,LTFJ,0,0
2016,1,SVMC,0,0
2016,1,GCLP,0,0
2016,1,EDHI,0,0
2016,1,GCTS,0,0
2016,1,LFBO,0,0
2016,1,KGWO,0,0
2016,1,KTUS,0,0
2016,1,KSUU,0,0
2016,1,LFBT,0,0
2016,1,SBVG,0,0
2016,1,GCXO,0,0
2016,1,EGBB,0,0
2016,1,EGSS,0,0
2016,1,DNMM,0,0
2016,1,LBSF,0,0
2016,1,SCAR,0,0
2016,1,SYCJ,0,0
2016,1,KMSY,0,0
2016,1,KBOS,0,0
2016,1,DGAA,0,0
2016,1,SVMG,0,0
2016,1,LMML,0,0
2016,1,KONT,0,0
2016,1,KMCI,0,0
2016,1,SPIM,0,0
2016,1,DXXX,0,0
2016,1,KSAT,0,0
2016,1,KAUS,0,0
2016,1,LSGG,0,0
2016,1,KHSV,0,0
2016,1,SCIE,0,0
2016,1,SBSO,0,0
2016,1,MMSD,0,0
2016,1,SSZW,0,0
2016,1,LEMG,0,0
2016,1,EINN,0,0
2016,1,KMZJ,0,0
2016,1,EGBP,0,0
2016,1,SKBQ,0,0
2016,1,KSTL,0,0
2016,1,LFBF,0,0
2016,1,SBJD,0,0
2016,1,GUCY,0,0
2016,1,SBNT,0,0
2016,1,KSBD,0,0
2016,1,FAOR,0,0
2016,1,SBBW,0,0
2016,1,SBAQ,0,0
2016,1,SBMN,0,0
2016,1,SVVG,0,0
2016,1,MKJP,0,0
2016,1,TTPP,0,0
2016,1,KVCV,0,0
2016,1,SKCG,0,0
2016,1,SBGP,0,0
2016,1,MUCL,0,0
2016,1,SWEE,0,0
2016,1,LFRS,0,0
2016,1,KBKV,0,0
2016,1,SSPB,0,0
2016,1,SBGU,0,0
2016,1,SSUM,0,0
2016,1,LPFR,0,0
2016,1,ESSA,0,0
2016,1,SSAR,0,0
2016,1,KBWI,0,0
2016,2,SBCT,3274,3277
2016,2,SBPA,3080,3063
2016,2,KMIA,976,1033
2016,2,TJSJ,5,5
2016,2,SBBR,7517,7506
2016,2,KMCO,181,183
2016,2,KLAX,66,64
2016,2,SBGR,12158,12166
2016,2,SBSV,3459,3556
2016,2,SBRF,2816,2798
2016,2,KTPA,0,0
2016,2,KJFK,258,250
2016,2,SAEZ,1507,1519
2016,2,SBGL,5855,5775
2016,2,SLLP,29,29
2016,2,SLVR,165,180
2016,2,KDFW,55,55
2016,2,SBEG,1781,1808
2016,2,MYNN,0,0
2016,2,SUMU,396,397
2016,2,SBCF,5308,5303
2016,2,SBKP,5825,5828
2016,2,CYYZ,53,53
2016,2,LEMD,513,509
2016,2,SGAS,269,274
2016,2,SPJC,502,502
2016,2,LFPG,205,202
2016,2,SCEL,831,774
2016,2,MMMX,70,74
2016,2,SKBO,462,430
2016,2,LIRF,104,103
2016,2,LEBL,58,59
2016,2,SABE,516,516
2016,2,SACO,89,88
2016,2,SBFL,1526,1492
2016,2,MMUN,17,17
2016,2,SVMI,74,80
2016,2,SBPS,717,727
2016,2,SBBH,293,294
2016,2,SBBE,1679,1612
2016,2,SBSG,897,911
2016,2,SBIP,107,105
2016,2,SBMG,497,496
2016,2,SBMK,198,203
2016,2,SBLO,518,515
2016,2,SBCD,0,0
2016,2,SBTE,517,543
2016,2,SNTF,28,28
2016,2,SBGV,99,83
2016,2,SBSP,7508,7434
2016,2,SBCP,72,71
2016,2,SBLJ,0,0
2016,2,SBUL,580,611
2016,2,SBMA,211,211
2016,2,SBSL,760,738
2016,2,SBRP,976,957
2016,2,SDCO,2,3
2016,2,SBRJ,4672,4669
2016,2,SBVT,1397,1400
2016,2,SBHT,195,197
2016,2,SBCY,1357,1381
2016,2,SBMO,725,730
2016,2,SBIZ,217,218
2016,2,SBPJ,350,349
2016,2,SNBR,126,126
2016,2,SBPV,547,576
2016,2,SBMQ,239,294
2016,2,SBNF,763,762
2016,2,SBFI,689,691
2016,2,SBGO,1520,1578
2016,2,SWLC,32,32
2016,2,SBIL,322,322
2016,2,SBDN,180,184
2016,2,SBUR,111,105
2016,2,SBQV,245,244
2016,2,SBCG,682,692
2016,2,SBSR,407,408
2016,2,SBSJ,29,28
2016,2,SWSI,165,166
2016,2,SBZM,131,132
2016,2,SBAT,50,50
2016,2,SBVH,26,26
2016,2,SBFN,129,136
2016,2,SBSN,371,375
2016,2,SSKW,26,26
2016,2,SBJU,246,248
2016,2,SBPL,181,189
2016,2,SBFZ,2143,2145
2016,2,SNVB,4,4
2016,2,SBAR,519,515
2016,2,SBJV,290,295
2016,2,SBJP,535,541
2016,2,SBUF,13,13
2016,2,SBLE,17,18
2016,2,SBTT,32,32
2016,2,SBCB,166,166
2016,2,SWPI,88,92
2016,2,SBIH,84,84
2016,2,SBTB,17,17
2016,2,SBBV,102,106
2016,2,SBPF,94,95
2016,2,SBDB,14,14
2016,2,SBPK,55,55
2016,2,SBTU,0,0
2016,2,SBFE,6,6
2016,2,SBCM,55,54
2016,2,SBAE,157,160
2016,2,SBML,85,84
2016,2,SBCH,187,187
2016,2,SBCX,75,76
2016,2,SBDO,103,99
2016,2,SBAU,85,85
2016,2,SBCA,244,240
2016,2,SBTG,82,82
2016,2,SBCJ,87,87
2016,2,SBJI,29,28
2016,2,SBUG,27,27
2016,2,SBRB,293,268
2016,2,SBCN,46,50
2016,2,SBRD,127,125
2016,2,SNDV,39,39
2016,2,SBTF,67,67
2016,2,SBSM,28,26
2016,2,SBCR,21,21
2016,2,SNPD,6,6
2016,2,SBAX,6,6
2016,2,KFLL,40,40
2016,2,SOCA,41,41
2016,2,SBPB,12,12
2016,2,SULS,28,28
2016,2,SBTC,22,22
2016,2,EGLL,108,108
2016,2,ZBAA,8,8
2016,2,EDDF,212,219
2016,2,ELLX,36,27
2016,2,SELT,17,16
2016,2,TJBQ,20,27
2016,2,EHBK,12,12
2016,2,MPTO,566,567
2016,2,MUHA,12,16
2016,2,KDTW,15,12
2016,2,KATL,88,88
2016,2,EDDM,29,29
2016,2,MDPC,132,144
2016,2,FNLU,33,33
2016,2,OMAA,29,29
2016,2,HAAB,16,17
2016,2,KMEM,25,21
2016,2,GOOY,61,59
2016,2,SEQM,136,132
2016,2,SBCZ,58,59
2016,2,SBKG,64,58
2016,2,SAAR,46,48
2016,2,SMJP,33,33
2016,2,SAME,16,16
2016,2,TNCA,16,20
2016,2,TBPB,8,8
2016,2,TTCP,4,4
2016,2,TFFF,4,4
2016,2,KBFI,0,0
2016,2,SEQU,93,94
2016,2,DNPO,0,0
2016,2,TNCC,20,21
2016,2,LIMC,33,33
2016,2,RKSI,22,23
2016,2,PANC,10,10
2016,2,EHAM,151,162
2016,2,SEGU,54,54
2016,2,SGES,59,59
2016,2,SKRG,148,135
2016,2,SANT,21,21
2016,2,SCDA,46,38
2016,2,LFSB,5,5
2016,2,MDSD,0,0
2016,2,MROC,71,41
2016,2,MMGL,8,4
2016,2,MMMD,4,4
2016,2,SWCA,27,27
2016,2,SBUA,8,8
2016,2,SWBC,16,16
2016,2,SWEI,8,8
2016,2,SWKO,23,23
2016,2,SWHT,9,9
2016,2,SBMY,9,9
2016,2,SWLB,9,9
2016,2,SWGN,83,83
2016,2,OTHH,29,29
2016,2,GMMN,12,13
2016,2,FAJS,42,70
2016,2,WSSS,13,12
2016,2,LSZH,41,41
2016,2,SBJA,25,27
2016,2,MMQT,0,0
2016,2,SDSC,24,18
2016,2,LPPT,296,276
2016,2,LPPR,16,17
2016,2,GVNP,4,4
2016,2,GVAC,24,20
2016,2,LTBA,29,29
2016,2,SBUY,91,90
2016,2,SKCL,9,9
2016,2,SVVA,21,21
2016,2,MGGT,2,2
2016,2,OMDB,58,58
2016,2,OMDW,4,9
2016,2,KIAH,116,116
2016,2,KEWR,31,29
2016,2,KORD,30,29
2016,2,KIAD,30,29
2016,2,SLCB,12,0
2016,2,FVHA,0,1
2016,2,GCRR,1,1
2016,2,SPRU,1,1
2016,2,LTFJ,0,1
2016,2,SVMC,0,1
2016,2,GCLP,0,1
2016,2,EDHI,0,2
2016,2,GCTS,1,0
2016,2,LFBO,1,0
2016,2,KGWO,1,0
2016,2,KTUS,1,0
2016,2,KSUU,1,0
2016,2,LFBT,1,0
2016,2,SBVG,0,0
2016,2,GCXO,0,0
2016,2,EGBB,0,0
2016,2,EGSS,0,0
2016,2,DNMM,0,0
2016,2,LBSF,0,0
2016,2,SCAR,0,0
2016,2,SYCJ,0,0
2016,2,KMSY,0,0
2016,2,KBOS,0,0
2016,2,DGAA,0,0
2016,2,SVMG,0,0
2016,2,LMML,0,0
2016,2,KONT,0,0
2016,2,KMCI,0,0
2016,2,SPIM,0,0
2016,2,DXXX,0,0
2016,2,KSAT,0,0
2016,2,KAUS,0,0
2016,2,LSGG,0,0
2016,2,KHSV,0,0
2016,2,SCIE,0,0
2016,2,SBSO,0,0
2016,2,MMSD,0,0
2016,2,SSZW,0,0
2016,2,LEMG,0,0
2016,2,EINN,0,0
2016,2,KMZJ,0,0
2016,2,EGBP,0,0
2016,2,SKBQ,0,0
2016,2,KSTL,0,0
2016,2,LFBF,0,0
2016,2,SBJD,0,0
2016,2,GUCY,0,0
2016,2,SBNT,0,0
2016,2,KSBD,0,0
2016,2,FAOR,0,0
2016,2,SBBW,0,0
2016,2,SBAQ,0,0
2016,2,SBMN,0,0
2016,2,SVVG,0,0
2016,2,MKJP,0,0
2016,2,TTPP,0,0
2016,2,KVCV,0,0
2016,2,SKCG,0,0
2016,2,SBGP,0,0
2016,2,MUCL,0,0
2016,2,SWEE,0,0
2016,2,LFRS,0,0
2016,2,KBKV,0,0
2016,2,SSPB,0,0
2016,2,SBGU,0,0
2016,2,SSUM,0,0
2016,2,LPFR,0,0
2016,2,ESSA,0,0
2016,2,SSAR,0,0
2016,2,KBWI,0,0
2016,3,SBCT,3321,3294
2016,3,SBPA,3194,3207
2016,3,KMIA,920,975
2016,3,TJSJ,2,2
2016,3,SBBR,7575,7603
2016,3,KMCO,135,139
2016,3,KLAX,70,70
2016,3,SBGR,12101,12107
2016,3,SBSV,3321,3370
2016,3,SBRF,2869,2840
2016,3,KTPA,0,0
2016,3,KJFK,263,262
2016,3,SAEZ,1445,1443
2016,3,SBGL,5783,5724
2016,3,SLLP,31,31
2016,3,SLVR,167,180
2016,3,KDFW,62,61
2016,3,SBEG,1742,1772
2016,3,MYNN,0,0
2016,3,SUMU,453,451
2016,3,SBCF,5406,5421
2016,3,SBKP,5743,5779
2016,3,CYYZ,59,58
2016,3,LEMD,531,539
2016,3,SGAS,260,258
2016,3,SPJC,503,497
2016,3,LFPG,210,208
2016,3,SCEL,786,722
2016,3,MMMX,70,76
2016,3,SKBO,483,456
2016,3,LIRF,108,108
2016,3,LEBL,61,60
2016,3,SABE,487,483
2016,3,SACO,90,90
2016,3,SBFL,1495,1476
2016,3,MMUN,15,15
2016,3,SVMI,77,81
2016,3,SBPS,684,690
2016,3,SBBH,294,298
2016,3,SBBE,1670,1590
2016,3,SBSG,883,886
2016,3,SBIP,122,124
2016,3,SBMG,449,458
2016,3,SBMK,209,211
2016,3,SBLO,510,507
2016,3,SBCD,0,0
2016,3,SBTE,484,503
2016,3,SNTF,27,26
2016,3,SBGV,91,86
2016,3,SBSP,7782,7679
2016,3,SBCP,80,76
2016,3,SBLJ,0,0
2016,3,SBUL,564,567
2016,3,SBMA,218,219
2016,3,SBSL,735,715
2016,3,SBRP,950,978
2016,3,SDCO,0,0
2016,3,SBRJ,4817,4799
2016,3,SBVT,1425,1430
2016,3,SBHT,224,223
2016,3,SBCY,1487,1500
2016,3,SBMO,689,691
2016,3,SBIZ,223,223
2016,3,SBPJ,340,338
2016,3,SNBR,135,134
2016,3,SBPV,545,575
2016,3,SBMQ,257,316
2016,3,SBNF,798,760
2016,3,SBFI,703,711
2016,3,SBGO,1554,1626
2016,3,SWLC,35,34
2016,3,SBIL,332,333
2016,3,SBDN,181,175
2016,3,SBUR,103,98
2016,3,SBQV,209,206
2016,3,SBCG,680,704
2016,3,SBSR,426,427
2016,3,SBSJ,29,30
2016,3,SWSI,177,173
2016,3,SBZM,132,137
2016,3,SBAT,58,59
2016,3,SBVH,34,34
2016,3,SBFN,130,154
2016,3,SBSN,376,384
2016,3,SSKW,49,49
2016,3,SBJU,262,264
2016,3,SBPL,175,201
2016,3,SBFZ,2060,2075
2016,3,SNVB,4,4
2016,3,SBAR,495,509
2016,3,SBJV,288,289
2016,3,SBJP,487,489
2016,3,SBUF,14,14
2016,3,SBLE,19,20
2016,3,SBTT,32,31
2016,3,SBCB,132,132
2016,3,SWPI,81,81
2016,3,SBIH,74,74
2016,3,SBTB,10,10
2016,3,SBBV,102,110
2016,3,SBPF,90,90
2016,3,SBDB,13,13
2016,3,SBPK,54,54
2016,3,SBTU,0,0
2016,3,SBFE,4,4
2016,3,SBCM,58,58
2016,3,SBAE,158,161
2016,3,SBML,86,86
2016,3,SBCH,206,201
2016,3,SBCX,79,80
2016,3,SBDO,104,103
2016,3,SBAU,92,93
2016,3,SBCA,223,215
2016,3,SBTG,88,87
2016,3,SBCJ,89,88
2016,3,SBJI,35,35
2016,3,SBUG,27,27
2016,3,SBRB,285,258
2016,3,SBCN,56,60
2016,3,SBRD,97,93
2016,3,SNDV,42,42
2016,3,SBTF,59,58
2016,3,SBSM,27,27
2016,3,SBCR,17,17
2016,3,SNPD,0,0
2016,3,SBAX,4,4
2016,3,KFLL,32,30
2016,3,SOCA,42,42
2016,3,SBPB,0,0
2016,3,SULS,13,14
2016,3,SBTC,26,26
2016,3,EGLL,109,107
2016,3,ZBAA,9,9
2016,3,EDDF,211,223
2016,3,ELLX,24,23
2016,3,SELT,13,13
2016,3,TJBQ,13,13
2016,3,EHBK,13,14
2016,3,MPTO,510,512
2016,3,MUHA,12,16
2016,3,KDTW,17,13
2016,3,KATL,87,88
2016,3,EDDM,29,29
2016,3,MDPC,137,154
2016,3,FNLU,36,36
2016,3,OMAA,31,31
2016,3,HAAB,13,14
2016,3,KMEM,25,23
2016,3,GOOY,62,62
2016,3,SEQM,149,143
2016,3,SBCZ,54,56
2016,3,SBKG,84,68
2016,3,SAAR,49,47
2016,3,SMJP,36,36
2016,3,SAME,18,18
2016,3,TNCA,9,9
2016,3,TBPB,8,8
2016,3,TTCP,4,4
2016,3,TFFF,4,4
2016,3,KBFI,0,0
2016,3,SEQU,88,87
2016,3,DNPO,0,0
2016,3,TNCC,24,23
2016,3,LIMC,35,36
2016,3,RKSI,26,25
2016,3,PANC,12,12
2016,3,EHAM,165,170
2016,3,SEGU,62,61
2016,3,SGES,64,62
2016,3,SKRG,167,139
2016,3,SANT,26,26
2016,3,SCDA,47,39
2016,3,LFSB,4,4
2016,3,MDSD,2,2
2016,3,MROC,73,44
2016,3,MMGL,10,5
2016,3,MMMD,5,5
2016,3,SWCA,27,27
2016,3,SBUA,15,15
2016,3,SWBC,13,13
2016,3,SWEI,10,10
2016,3,SWKO,30,30
2016,3,SWHT,9,9
2016,3,SBMY,9,9
2016,3,SWLB,10,10
2016,3,SWGN,87,85
2016,3,OTHH,27,29
2016,3,GMMN,14,13
2016,3,FAJS,44,72
2016,3,WSSS,12,13
2016,3,LSZH,42,40
2016,3,SBJA,26,26
2016,3,MMQT,0,0
2016,3,SDSC,14,16
2016,3,LPPT,322,282
2016,3,LPPR,19,18
2016,3,GVNP,2,2
2016,3,GVAC,23,20
2016,3,LTBA,31,31
2016,3,SBUY,87,87
2016,3,SKCL,9,9
2016,3,SVVA,21,21
2016,3,MGGT,4,4
2016,3,OMDB,59,59
2016,3,OMDW,4,10
2016,3,KIAH,114,113
2016,3,KEWR,29,30
2016,3,KORD,31,30
2016,3,KIAD,26,27
2016,3,SLCB,14,0
2016,3,FVHA,0,0
2016,3,GCRR,1,1
2016,3,SPRU,0,0
2016,3,LTFJ,0,0
2016,3,SVMC,0,0
2016,3,GCLP,4,4
2016,3,EDHI,0,0
2016,3,GCTS,0,0
2016,3,LFBO,1,1
2016,3,KGWO,0,0
2016,3,KTUS,1,0
2016,3,KSUU,0,0
2016,3,LFBT,0,0
