year,month,airport,incoming,outgoing
2009,1,SBMO,467,461
2009,1,SBGL,6045,6085
2009,1,SBCG,768,768
2009,1,SBSR,198,201
2009,1,SBEG,1622,1627
2009,1,SBPL,111,111
2009,1,SAAR,23,23
2009,1,EHAM,31,31
2009,1,SAEZ,1782,1685
2009,1,SBGR,8650,8615
2009,1,SBFZ,1753,1739
2009,1,SLVR,100,129
2009,1,SBUL,638,641
2009,1,SBDN,221,221
2009,1,SBAU,187,186
2009,1,SBSV,3478,3467
2009,1,SBSL,411,406
2009,1,SBLO,460,464
2009,1,SBPA,2791,2732
2009,1,SBCF,3167,3178
2009,1,SBVT,1151,1146
2009,1,SBKP,1409,1402
2009,1,SBFI,328,302
2009,1,SBRF,2394,2389
2009,1,SBBE,1290,1289
2009,1,SVMI,131,127
2009,1,KMIA,612,788
2009,1,SBSP,7342,7349
2009,1,SBFL,1380,1393
2009,1,SBCY,919,915
2009,1,SBAX,86,86
2009,1,SCEL,403,379
2009,1,SBRJ,2340,2349
2009,1,SSDO,86,87
2009,1,SGAS,98,106
2009,1,SBMG,239,245
2009,1,SUMU,332,325
2009,1,SBML,243,243
2009,1,SBCH,80,76
2009,1,SBSJ,75,74
2009,1,SBRP,772,760
2009,1,SBCT,3016,3016
2009,1,FAJS,31,31
2009,1,SBTE,258,257
2009,1,SBBH,879,867
2009,1,SBUR,164,164
2009,1,SBMK,89,94
2009,1,SBNM,72,73
2009,1,SBPS,470,464
2009,1,SWJI,120,120
2009,1,SBBR,5687,5766
2009,1,SBNT,880,879
2009,1,SBME,139,137
2009,1,SGES,31,35
2009,1,SJTC,325,325
2009,1,SBAT,62,62
2009,1,SBGO,989,999
2009,1,SBHT,211,212
2009,1,SBMA,281,279
2009,1,KMEM,17,22
2009,1,SBCA,173,176
2009,1,SBPK,73,74
2009,1,LFPG,318,316
2009,1,EDDF,103,104
2009,1,SBPJ,125,126
2009,1,SBMD,28,28
2009,1,LPPT,273,276
2009,1,SBIZ,169,169
2009,1,SBSN,412,416
2009,1,SSER,66,66
2009,1,LPPR,27,27
2009,1,SBRG,72,72
2009,1,SBSM,97,97
2009,1,SBIP,256,256
2009,1,SBCB,27,27
2009,1,SIZX,6,6
2009,1,SBJF,156,156
2009,1,SBPF,93,94
2009,1,SWPI,157,158
2009,1,SNOX,21,21
2009,1,SBCM,66,66
2009,1,SAZS,9,9
2009,1,SBJP,197,194
2009,1,SBBV,106,103
2009,1,SBRB,130,130
2009,1,MMMX,39,42
2009,1,SBPV,292,294
2009,1,SWRD,88,87
2009,1,SBJU,125,125
2009,1,SBAR,318,319
2009,1,SBMQ,213,215
2009,1,LEBL,9,9
2009,1,SACO,60,62
2009,1,SIMK,13,13
2009,1,LEMD,429,428
2009,1,SDOW,110,109
2009,1,SWGI,49,53
2009,1,SSZR,23,23
2009,1,SBIL,258,262
2009,1,SNPD,22,22
2009,1,SWLB,17,17
2009,1,SPIM,248,207
2009,1,SWMW,13,13
2009,1,KLAX,23,37
2009,1,MPTO,286,285
2009,1,KATL,147,160
2009,1,SBJV,181,183
2009,1,GVAC,18,45
2009,1,GVNP,13,13
2009,1,SWGN,45,45
2009,1,SWFX,38,36
2009,1,LIRF,61,63
2009,1,SBQV,66,66
2009,1,SWCA,60,60
2009,1,SWLC,44,44
2009,1,SBTU,44,44
2009,1,SBNF,181,182
2009,1,SKBO,115,68
2009,1,SOCA,15,19
2009,1,SWSI,62,62
2009,1,SJHG,23,25
2009,1,SBGV,146,144
2009,1,SBTT,41,40
2009,1,SBCJ,91,90
2009,1,SYCJ,14,13
2009,1,SBTF,82,82
2009,1,SWHT,18,18
2009,1,SBCR,58,58
2009,1,SWEI,38,38
2009,1,SBLP,22,22
2009,1,KIAH,62,67
2009,1,LIMC,73,71
2009,1,SBFN,144,144
2009,1,SBMC,45,45
2009,1,SBIH,112,107
2009,1,SSJA,67,77
2009,1,SNDC,44,44
2009,1,FACT,14,13
2009,1,SDCG,8,8
2009,1,SBCD,44,47
2009,1,SNBR,44,44
2009,1,SWJN,10,10
2009,1,SNKE,31,31
2009,1,SBVH,81,81
2009,1,SBKG,31,32
2009,1,SNGI,22,22
2009,1,SNFX,45,49
2009,1,SBCZ,31,31
2009,1,SNBS,22,22
2009,1,KJFK,234,229
2009,1,SNDT,16,16
2009,1,MMGL,0,5
2009,1,SNJR,63,61
2009,1,SWKO,101,101
2009,1,SWOB,8,8
2009,1,SBAA,44,44
2009,1,MUHA,5,5
2009,1,GOOY,61,55
2009,1,SBUG,22,22
2009,1,SDAG,10,11
2009,1,SBMT,3,3
2009,1,SBCN,30,32
2009,1,TNCM,4,4
2009,1,SDCO,11,10
2009,1,SWUY,106,106
2009,1,KORD,53,57
2009,1,SBST,2,2
2009,1,ELLX,8,14
2009,1,SBBZ,6,6
2009,1,MMUN,2,2
2009,1,SDSC,2,2
2009,1,SWBC,26,26
2009,1,SBJR,11,9
2009,1,FNLU,25,24
2009,1,SBGP,1,1
2009,1,SULS,10,10
2009,1,SUPE,5,3
2009,1,SBTC,6,6
2009,1,SJRG,2,2
2009,1,SMJP,20,22
