year,month,airport,incoming,outgoing
2003,1,SBCF,807,794
2003,1,SBCT,3544,3613
2003,1,MMMX,63,61
2003,1,SBFL,1552,1539
2003,1,KMIA,432,594
2003,1,SBMO,634,634
2003,1,KJFK,161,161
2003,1,SBCM,78,76
2003,1,SBNT,782,788
2003,1,SBFZ,1755,1767
2003,1,SBUR,194,201
2003,1,SBUL,594,589
2003,1,SBAR,511,512
2003,1,SBKP,2036,1990
2003,1,SBEG,1367,1364
2003,1,SBJP,245,244
2003,1,SBPA,2577,2675
2003,1,SBBH,3200,3257
2003,1,LIMC,73,74
2003,1,SBSR,346,342
2003,1,SBSP,10693,10486
2003,1,SDCO,28,28
2003,1,SBGR,6956,6950
2003,1,SBRJ,4895,4926
2003,1,SBBU,377,375
2003,1,SBJF,119,127
2003,1,SBSL,688,675
2003,1,SBNF,448,444
2003,1,SBDN,221,226
2003,1,SBVT,1381,1381
2003,1,SBMH,258,259
2003,1,SAEZ,1120,1070
2003,1,SBBR,5965,5880
2003,1,SBCG,883,915
2003,1,SUMU,148,148
2003,1,SBRF,2584,2581
2003,1,FNLU,6,6
2003,1,SBML,331,336
2003,1,SBSV,3111,3128
2003,1,SBFI,315,315
2003,1,SBGO,1346,1347
2003,1,SBRP,699,678
2003,1,SBAQ,163,164
2003,1,SBJV,411,412
2003,1,SBLO,717,710
2003,1,SBCY,858,859
2003,1,SBBE,1449,1456
2003,1,SBGL,3603,3598
2003,1,SBSN,429,428
2003,1,SBCX,389,388
2003,1,KMEM,18,23
2003,1,LFPG,173,175
2003,1,SBSJ,97,96
2003,1,GVAC,11,11
2003,1,LIRF,54,51
2003,1,LPPT,173,171
2003,1,SBTE,480,483
2003,1,SBIP,217,231
2003,1,SBIL,341,340
2003,1,SBCA,72,73
2003,1,SBBV,127,127
2003,1,SBMA,188,189
2003,1,EHAM,27,27
2003,1,SBMK,108,101
2003,1,SBMQ,479,474
2003,1,SCEL,246,202
2003,1,SBPV,351,351
2003,1,MPTO,86,94
2003,1,SWJI,27,27
2003,1,SBTT,62,63
2003,1,MMUN,15,15
2003,1,SLVR,228,264
2003,1,SVMI,40,50
2003,1,SKBO,97,51
2003,1,SBPM,153,207
2003,1,FAJS,17,17
2003,1,SBJU,95,95
2003,1,TFFR,0,4
2003,1,SGAS,106,107
2003,1,SBPF,74,73
2003,1,SWCA,84,84
2003,1,SNBR,80,79
2003,1,SOCA,56,57
2003,1,SNGI,46,46
2003,1,SBHT,218,218
2003,1,SBCJ,31,31
2003,1,SWOB,14,15
2003,1,SWNK,55,55
2003,1,SBPL,132,132
2003,1,SBCZ,102,102
2003,1,SWLB,55,55
2003,1,SBPS,418,413
2003,1,SBTU,31,31
2003,1,SBQV,32,32
2003,1,SWBR,28,28
2003,1,SWSI,46,46
2003,1,SBOI,27,27
2003,1,SWGN,23,23
2003,1,SNMA,40,41
2003,1,SWEI,32,34
2003,1,SBTF,171,170
2003,1,SWPI,172,177
2003,1,SBTK,119,119
2003,1,GOOY,40,43
2003,1,SWNA,14,14
2003,1,SBTC,47,47
2003,1,SNOX,41,42
2003,1,SBAX,53,56
2003,1,SBAT,24,24
2003,1,SBRB,269,272
2003,1,SBIH,134,133
2003,1,SBIZ,158,158
2003,1,SNYA,37,38
2003,1,SBFN,138,136
2003,1,SWII,4,4
2003,1,SUPE,12,11
2003,1,SBCH,58,57
2003,1,SNMZ,65,64
2003,1,MMGL,0,5
2003,1,SBAU,129,126
2003,1,KLAX,31,38
2003,1,SBNM,88,88
2003,1,LEMD,252,265
2003,1,SWMW,63,62
2003,1,SNVS,98,102
2003,1,SBVG,98,98
2003,1,FACT,13,14
2003,1,SPIM,95,75
2003,1,SBKG,60,60
2003,1,SWHT,28,28
2003,1,SBLP,29,28
2003,1,SWJP,4,4
2003,1,SBGV,112,95
2003,1,SNMU,16,16
2003,1,SBMD,133,131
2003,1,SDAG,16,16
2003,1,SDTK,9,9
2003,1,SWUY,67,67
2003,1,SBCP,13,15
2003,1,SBBZ,18,18
2003,1,SBME,87,89
2003,1,SSVI,1,3
2003,1,SWKN,27,27
2003,1,SACO,4,4
2003,1,SWBC,62,63
2003,1,TNCM,1,1
2003,1,LSZH,31,32
2003,1,SNDM,13,13
2003,1,SNSM,5,5
2003,1,SBGS,4,5
2003,1,SBJR,7,7
2003,1,SBUF,7,7
2003,1,EGLL,75,76
2003,1,EDDF,140,131
2003,1,SNMD,2,1
2003,1,SBMS,7,7
2003,1,SMJP,9,15
2003,1,MMMD,0,1
2003,1,SNVB,10,10
2003,1,GCLP,0,1
2003,1,SNSH,1,2
2003,1,SBMG,1,1
2003,1,SYCJ,13,13
2003,1,SAIG,1,1
2003,1,TNCC,1,1
2003,1,SVVA,1,1
2003,1,SDAM,0,1
2003,1,KORD,31,31
2003,1,KIAD,63,62
2003,1,MUHA,8,8
2003,1,KIAH,28,30
2003,1,KEWR,46,47
2003,1,KATL,55,65
2003,1,SBTB,28,28
2003,1,SBUA,15,14
2003,1,SBCR,31,31
2003,1,SBMY,14,14
2003,1,SBPC,23,23
2003,1,SARI,31,31
2003,1,SWKO,27,27
2003,1,SDCG,8,8
2003,1,SGES,34,31
2003,1,CYYZ,27,27
2003,1,KDFW,31,31
2003,1,SEGU,5,0
2003,1,SEQU,5,0
2003,1,KFLL,14,0
2003,1,SLCB,6,0
2003,1,SLLP,36,0
2003,1,EGKK,1,0
2003,1,TJSJ,4,0
2003,1,SSBB,0,0
2003,1,LIMF,0,0
2003,1,SNFE,0,0
2003,1,SBPJ,0,0
2003,1,SWLC,0,0
2003,1,SBLJ,0,0
2003,1,SSJA,0,0
2003,1,SURV,0,0
2003,1,SNPD,0,0
2003,1,KBOS,0,0
2003,1,KMCO,0,0
2003,1,SNMX,0,0
2003,1,MMAA,0,0
2003,1,TNCA,0,0
2003,1,SKRG,0,0
2003,1,SWRD,0,0
2003,1,SBCB,0,0
2003,1,SULS,0,0
2003,1,SCDA,0,0
2003,1,TFFF,0,0
2003,1,SBTS,0,0
2003,1,SVMG,0,0
2003,1,ESSA,0,0
2003,1,SABE,0,0
2003,1,SAAR,0,0
2003,1,SKCL,0,0
2003,1,SBSM,0,0
2003,1,SNTI,0,0
2003,1,SNBV,0,0
2003,1,SNLA,0,0
2003,1,SNSW,0,0
2003,1,SBMN,0,0
2003,1,SBAG,0,0
2003,1,GCRR,0,0
2003,1,MMTO,0,0
2003,1,SBPP,0,0
2003,1,KPBI,0,0
2003,1,LFRD,0,0
2003,1,SCTE,0,0
2003,1,SAZS,0,0
2003,1,SBTD,0,0
2003,1,SDAA,0,0
2003,1,SAMM,0,0
2003,1,SDSC,0,0
2003,1,SAME,0,0
2003,1,TTPS,0,0
2003,1,MDSD,0,0
2003,1,SARE,0,0
2003,1,SBGE,0,0
2003,1,LFBO,0,0
2003,1,SNBW,0,0
2003,1,LEBL,0,0
2003,1,SNCC,0,0
2003,1,SBAM,0,0
2003,1,SNBI,0,0
2003,1,SSCC,0,0
2003,1,SBJC,0,0
2003,1,KGSO,0,0
2003,1,SNTO,0,0
2003,1,SNOB,0,0
2003,1,SWNO,0,0
2003,1,MROC,0,0
2003,1,SBRG,0,0
2003,1,SBBQ,0,0
2003,1,SWBI,0,0
2003,1,MGGT,0,0
2003,1,SKBQ,0,0
2003,1,SWYN,0,0
2003,1,SBCV,0,0
2003,1,SNPG,0,0
2003,1,SBBT,0,0
2003,1,MDPC,0,0
2003,1,SBSU,0,0
2003,1,SNDT,0,0
2003,1,SBAF,0,0
2003,1,MMMY,0,0
2003,1,SBIC,0,0
2003,1,KONT,0,0
2003,1,SBLE,0,0
2003,1,SBST,0,0
2003,1,SWFJ,0,0
2003,1,DIAP,0,0
2003,1,SBCO,0,0
2003,1,TBPB,0,0
2003,1,SSTD,0,0
2003,1,SCAR,0,0
2003,1,SNEB,0,0
2003,1,ABEG,0,0
2003,1,LPFR,0,0
2003,2,SBCF,633,645
2003,2,SBCT,3288,3371
2003,2,MMMX,55,55
2003,2,SBFL,1414,1404
2003,2,KMIA,394,530
2003,2,SBMO,521,521
2003,2,KJFK,153,147
2003,2,SBCM,97,102
2003,2,SBNT,620,621
2003,2,SBFZ,1435,1435
2003,2,SBUR,164,164
2003,2,SBUL,551,546
2003,2,SBAR,465,466
2003,2,SBKP,1641,1625
2003,2,SBEG,1264,1250
2003,2,SBJP,219,220
2003,2,SBPA,2339,2394
2003,2,SBBH,2839,2892
2003,2,LIMC,67,65
2003,2,SBSR,292,286
2003,2,SBSP,9740,9534
2003,2,SDCO,24,28
2003,2,SBGR,6320,6309
2003,2,SBRJ,4579,4599
2003,2,SBBU,395,395
2003,2,SBJF,109,118
2003,2,SBSL,600,594
2003,2,SBNF,393,388
2003,2,SBDN,188,201
