year,month,airport,incoming,outgoing
2014,1,EHAM,115,137
2014,1,SPIM,519,516
2014,1,SBSM,102,101
2014,1,SBKP,6644,6635
2014,1,MPTO,613,614
2014,1,SBGR,13481,13338
2014,1,SBMO,855,860
2014,1,SBRF,2984,2993
2014,1,EDDM,32,32
2014,1,SBCF,5263,5267
2014,1,SKBO,374,360
2014,1,SBEG,2132,2151
2014,1,KMIA,1064,1130
2014,1,SBPK,54,54
2014,1,SBAR,641,651
2014,1,SBBE,2030,2031
2014,1,SAEZ,1530,1536
2014,1,MDSD,124,129
2014,1,SBFZ,2601,2618
2014,1,SDVG,23,23
2014,1,SBSL,860,860
2014,1,SBGO,1580,1588
2014,1,SEQM,145,137
2014,1,MMGL,51,40
2014,1,SKRG,162,149
2014,1,SBPL,226,226
2014,1,SBRB,169,167
2014,1,SBKG,112,112
2014,1,SBCG,785,825
2014,1,EGLL,138,139
2014,1,SBSV,4123,4108
2014,1,SBNT,1069,1085
2014,1,SBFL,1838,1820
2014,1,SGAS,324,329
2014,1,SBUL,662,690
2014,1,SEQU,115,119
2014,1,SBDN,168,170
2014,1,SEGU,103,98
2014,1,GCTS,22,22
2014,1,GOOY,110,115
2014,1,SBPS,718,721
2014,1,SBCT,3652,3623
2014,1,SBLO,548,554
2014,1,SBSN,459,465
2014,1,SBTE,451,451
2014,1,SBPJ,420,423
2014,1,SBJU,220,223
2014,1,SBCY,1622,1630
2014,1,SBCH,351,353
2014,1,SUMU,327,330
2014,1,SBMG,567,532
2014,1,SBJP,490,496
2014,1,SBBR,6917,6974
2014,1,SCDA,52,52
2014,1,SBPV,503,512
2014,1,SBDO,219,220
2014,1,TJBQ,39,40
2014,1,SBFI,686,716
2014,1,SBAQ,49,48
2014,1,KMCO,105,105
2014,1,SBSR,374,380
2014,1,SBAE,141,143
2014,1,SBGL,6141,6143
2014,1,SBPA,3560,3562
2014,1,SAAR,54,53
2014,1,SBAX,69,69
2014,1,TJSJ,4,4
2014,1,SBUR,229,228
2014,1,SACO,67,66
2014,1,SBML,85,87
2014,1,SBSP,7467,7387
2014,1,SBRP,764,765
2014,1,SBQV,232,236
2014,1,SBAU,201,201
2014,1,EDDF,253,259
2014,1,SVMI,201,205
2014,1,SBCB,177,173
2014,1,SBRJ,4864,4865
2014,1,SBVT,1542,1547
2014,1,EHBK,19,18
2014,1,MMMX,117,140
2014,1,LPPT,279,283
2014,1,SLVR,164,180
2014,1,SBBV,164,168
2014,1,SBMK,242,246
2014,1,SBBH,1079,1040
2014,1,LIRF,110,110
2014,1,SBJV,295,293
2014,1,SBCA,235,235
2014,1,SSTL,88,88
2014,1,SBGV,158,158
2014,1,SSZR,27,27
2014,1,KJFK,287,279
2014,1,SBCM,58,58
2014,1,FAJS,49,79
2014,1,LFPG,217,219
2014,1,SGES,89,94
2014,1,LSZH,31,31
2014,1,SCEL,625,525
2014,1,SBHT,245,245
2014,1,KATL,124,124
2014,1,KDFW,86,87
2014,1,SBNF,677,703
2014,1,SBPF,129,129
