year,month,airport,incoming,outgoing
2012,1,SBKP,5508,5503
2012,1,KMIA,856,959
2012,1,SBPA,3829,3826
2012,1,SBBE,2053,2050
2012,1,SKRG,115,69
2012,1,SBGR,11977,11958
2012,1,SBGO,1726,1737
2012,1,SBCG,982,985
2012,1,SBMK,269,269
2012,1,SWRD,210,208
2012,1,SBSR,525,528
2012,1,SBSL,934,934
2012,1,SGAS,277,276
2012,1,SBIP,321,319
2012,1,SBBV,148,148
2012,1,SPIM,443,442
2012,1,SBRF,3278,3271
2012,1,SBGL,7077,7072
2012,1,SBCF,5393,5405
2012,1,SBUL,715,716
2012,1,SBRB,300,301
2012,1,SBPJ,403,403
2012,1,SBLO,615,613
2012,1,SBFI,704,703
2012,1,SBBR,7436,7436
2012,1,SCEL,709,582
2012,1,SBSV,4730,4742
2012,1,SBCY,1661,1662
2012,1,SBUR,170,170
2012,1,SSUM,44,44
2012,1,SUMU,777,785
2012,1,SBRJ,4953,4914
2012,1,SSDO,102,102
2012,1,SVMI,229,237
2012,1,SBDN,225,225
2012,1,SBEG,2187,2194
2012,1,SBAE,193,191
2012,1,SBSP,7418,7383
2012,1,SBFZ,2623,2626
2012,1,SBFL,1777,1784
2012,1,SBVT,1801,1797
2012,1,SBMG,518,511
2012,1,SBBH,858,865
2012,1,EHBK,17,18
2012,1,SBRP,959,954
2012,1,SBCH,199,195
2012,1,SBGV,185,185
2012,1,SBSJ,194,192
2012,1,SBNT,1054,1064
2012,1,SBCT,3944,3964
2012,1,SBJF,183,205
2012,1,SBPL,246,245
2012,1,LIMC,53,53
2012,1,SBCP,119,116
2012,1,SBTE,551,545
2012,1,SBJV,340,341
2012,1,SBMA,526,525
2012,1,EDDF,294,300
2012,1,SBSN,466,467
2012,1,LIRF,124,118
2012,1,FAJS,71,80
2012,1,MMMX,145,153
2012,1,SBPV,705,714
2012,1,SAEZ,1512,1506
2012,1,EHAM,92,121
2012,1,SABE,579,581
2012,1,LPPT,270,272
2012,1,SBAU,199,196
2012,1,SEGU,116,119
2012,1,LTBA,18,18
2012,1,SKBO,413,404
2012,1,SBML,143,141
2012,1,SBMO,666,663
2012,1,SBTD,88,88
2012,1,SBJU,286,287
2012,1,SBJP,466,465
2012,1,LPPR,18,18
2012,1,ELLX,24,41
2012,1,SVVA,33,31
2012,1,MMMD,34,38
2012,1,SBNM,53,52
2012,1,SBME,189,189
2012,1,TJBQ,36,37
2012,1,SBCA,99,101
2012,1,KMEM,27,22
2012,1,SBMD,36,36
2012,1,SBHT,189,189
2012,1,SBAR,759,759
2012,1,SBPK,94,94
2012,1,SBIZ,187,187
2012,1,LFPG,245,245
2012,1,SBIL,562,561
2012,1,SEQU,164,160
2012,1,SBNF,646,636
2012,1,SBAX,116,118
2012,1,SBMQ,319,319
2012,1,SGES,81,82
2012,1,SSKW,64,64
2012,1,SANT,41,40
2012,1,SBSM,98,98
2012,1,SJRG,120,121
2012,1,SBPF,73,75
2012,1,SBCM,84,84
2012,1,SBAT,110,108
2012,1,SWLC,45,45
2012,1,SLVR,148,177
2012,1,SBPS,638,646
2012,1,SNOX,18,18
2012,1,MUHA,4,8
2012,1,KLAX,66,65
2012,1,TJSJ,5,6
2012,1,MPTO,494,497
2012,1,SBJI,109,103
2012,1,OMDB,73,73
2012,1,LEMD,505,528
2012,1,SBKG,62,63
2012,1,SACO,78,78
2012,1,MMGL,52,40
2012,1,MROC,4,4
2012,1,SCDA,36,31
2012,1,FNLU,32,32
2012,1,GOOY,123,127
2012,1,SAAR,31,31
2012,1,LEBL,53,53
2012,1,SUPE,31,31
2012,1,SBFN,117,117
2012,1,SBCN,45,44
2012,1,SWGI,47,49
2012,1,SWLB,19,19
2012,1,SBTF,104,105
2012,1,SWSI,148,148
2012,1,SBCB,97,96
2012,1,SNDT,9,9
2012,1,SDOW,78,77
2012,1,SSFB,22,22
2012,1,SOCA,9,9
2012,1,SNJR,53,54
2012,1,SWGN,75,75
2012,1,WSSS,14,13
2012,1,SWFX,37,40
2012,1,SBDB,14,15
2012,1,SBTU,45,45
2012,1,MDPC,36,40
2012,1,SKBQ,18,18
2012,1,ZBAA,9,8
2012,1,SBQV,209,209
2012,1,SJHG,21,19
2012,1,SBCJ,236,235
2012,1,SWPI,95,95
2012,1,SBCR,31,31
2012,1,SBVH,72,70
2012,1,SWHT,19,19
2012,1,SBCX,138,138
2012,1,SBLP,22,22
2012,1,EDDM,31,31
2012,1,SBAA,27,27
2012,1,LLBG,3,2
2012,1,SWKO,42,42
2012,1,SBCD,46,45
2012,1,SBIH,75,106
2012,1,SNPD,23,24
2012,1,SDCG,9,9
2012,1,SWIQ,28,26
2012,1,SNDC,46,46
2012,1,SSJA,46,44
2012,1,SWEI,17,17
2012,1,SMJP,13,13
2012,1,KSFO,0,25
2012,1,SBTT,49,49
2012,1,SNGI,33,22
2012,1,SBCZ,64,66
2012,1,SBUG,22,22
2012,1,SWOB,9,9
2012,1,SBVG,98,102
2012,1,MMUN,9,10
2012,1,SBUY,103,103
2012,1,SBTC,14,14
2012,1,SULS,11,11
2012,1,SBZM,61,61
2012,1,SDSC,11,7
2012,1,SBTR,7,7
2012,1,GVNP,10,10
2012,1,TNCA,14,14
2012,1,KDFW,86,88
2012,1,GCLP,0,1
2012,1,TNCC,4,5
2012,1,SBLE,10,10
2012,1,SSZR,23,25
2012,1,KCLT,31,34
2012,1,TNCM,1,1
2012,1,SSER,44,45
2012,1,DNMM,0,2
2012,1,SBUA,19,19
2012,1,LFBO,0,1
2012,1,KMCO,63,64
2012,1,TTPP,1,1
2012,1,GCRR,1,1
2012,1,TAPA,1,1
2012,1,KJFK,246,236
2012,1,SWTP,9,10
2012,1,LFBD,1,1
2012,1,EGLL,132,133
2012,1,SNBR,54,54
2012,1,KHSV,3,2
2012,1,KEWR,56,58
2012,1,KIAH,150,120
2012,1,KATL,124,124
2012,1,KIAD,93,62
2012,1,KORD,62,62
2012,1,CYYZ,31,31
2012,1,OTBD,31,31
2012,1,SARI,26,26
2012,1,SLLP,31,31
2012,1,SWBC,18,18
2012,1,SBTB,53,53
2012,1,RKSI,13,13
2012,1,GCTS,17,17
2012,1,LSZH,31,31
2012,1,KMSY,26,31
