year,month,airport,incoming,outgoing
2000,1,SBSV,2696,2695
2000,1,SBBE,1378,1386
2000,1,SBCY,796,813
2000,1,SBFC,105,106
2000,1,SBCG,616,620
2000,1,SAEZ,1453,1405
2000,1,SBAR,590,591
2000,1,SBTE,505,502
2000,1,SBGO,890,867
2000,1,SBNT,1141,1143
2000,1,SBFZ,1521,1535
2000,1,SBSJ,238,238
2000,1,SBRP,934,938
2000,1,SBPA,2072,2090
2000,1,SBCM,111,111
2000,1,SBEG,1287,1290
2000,1,SBBR,3932,3936
2000,1,SBKP,1540,1567
2000,1,SBSP,7814,7825
2000,1,SBCH,341,344
2000,1,SBJP,305,304
2000,1,SBVT,888,893
2000,1,SBMK,89,91
2000,1,SBRJ,4005,4007
2000,1,SDCO,27,27
2000,1,SBUR,342,346
2000,1,SBRF,2416,2369
2000,1,GOOY,45,42
2000,1,SBGR,7827,7857
2000,1,SBDN,253,239
2000,1,SBBH,2349,2372
2000,1,SBJF,150,129
2000,1,SBCT,2722,2702
2000,1,SBKG,162,163
2000,1,SBUL,747,750
2000,1,SBNF,722,728
2000,1,SBJU,294,294
2000,1,SBMO,866,865
2000,1,KMIA,680,729
2000,1,FNLU,5,5
2000,1,SBSN,487,482
2000,1,SBAU,107,110
2000,1,SBSR,393,396
2000,1,SBJV,668,671
2000,1,SBMG,312,314
2000,1,SKCL,1,14
2000,1,SBFL,1226,1218
2000,1,SBBU,359,358
2000,1,SBLO,919,919
2000,1,SBCA,217,218
2000,1,SBPF,99,97
2000,1,SBPV,478,473
2000,1,SBUG,90,95
2000,1,SBHT,263,263
2000,1,SBCF,990,983
2000,1,SWRP,53,53
2000,1,SBFI,257,254
2000,1,SBGL,3462,3475
2000,1,MPTO,52,66
2000,1,LIRF,73,72
2000,1,SBML,199,199
2000,1,SNIG,62,62
2000,1,LIMC,53,55
2000,1,LPPT,110,110
2000,1,SBCX,244,242
2000,1,LEMD,291,292
2000,1,SNPC,42,42
2000,1,SBNM,89,92
2000,1,SNVS,123,123
2000,1,SBPB,114,114
2000,1,SSPB,95,101
2000,1,LFPG,134,135
2000,1,EDDF,130,116
2000,1,EHAM,26,26
2000,1,SBSM,144,145
2000,1,LSZH,49,44
2000,1,SBIP,190,187
2000,1,SWJH,122,109
2000,1,EBBR,13,14
2000,1,SWJN,133,146
2000,1,SSER,104,106
2000,1,SNQG,42,42
2000,1,SSUW,97,94
2000,1,SWCQ,22,21
2000,1,SBMS,42,42
2000,1,SBMA,309,294
2000,1,SNMZ,83,77
2000,1,SUMU,209,206
2000,1,SBFN,282,284
2000,1,SBIH,278,271
2000,1,SBPL,227,229
2000,1,SBRB,326,328
2000,1,SWJI,94,100
2000,1,SBBV,136,136
2000,1,SBVG,53,53
2000,1,MUHA,8,23
2000,1,SSZR,63,63
2000,1,6ASO,52,52
2000,1,SBIL,288,287
2000,1,KJFK,261,266
2000,1,SVMI,57,52
2000,1,KMEM,22,12
2000,1,SBMQ,491,494
2000,1,SBVH,123,118
2000,1,GVAC,0,13
2000,1,SKBO,66,58
2000,1,SBSL,434,432
2000,1,FAJS,9,9
2000,1,SBPJ,191,193
2000,1,SWLC,67,60
2000,1,SNDC,96,92
2000,1,SWBC,77,77
2000,1,SBMC,47,48
2000,1,SBTK,115,115
2000,1,SCEL,181,181
2000,1,SSVI,15,15
2000,1,SNTF,38,42
2000,1,SBPS,499,490
2000,1,SOCA,48,48
2000,1,SNBR,52,52
2000,1,SNGI,42,42
2000,1,SWHT,52,53
2000,1,SBOI,47,47
2000,1,SBIZ,159,168
2000,1,SBQV,144,140
2000,1,SLVR,192,246
2000,1,SWGN,26,26
2000,1,SWLB,91,89
2000,1,SSCK,105,104
2000,1,SBTF,165,163
2000,1,SBLJ,90,92
2000,1,SWRD,26,26
2000,1,SWSI,163,167
2000,1,SBTT,50,49
2000,1,SBTU,182,181
2000,1,SBEK,10,18
2000,1,SWFJ,15,15
2000,1,SBCR,48,48
2000,1,SWFX,32,31
2000,1,1AON,66,63
2000,1,SNGV,68,72
2000,1,SWII,5,5
2000,1,SWNK,26,26
2000,1,SBAT,59,45
2000,1,KLAX,48,49
2000,1,SWCA,73,73
2000,1,SBCJ,104,103
2000,1,SNMD,35,36
2000,1,SNNG,45,44
2000,1,SWPI,184,185
2000,1,SWGI,83,79
2000,1,SNBI,52,52
2000,1,SWJP,5,5
2000,1,SBCV,27,23
2000,1,SBTB,119,120
2000,1,SNOX,78,78
2000,1,SNDB,52,52
2000,1,SNMA,3,3
2000,1,SSHZ,42,42
2000,1,SAAR,14,13
2000,1,SWKO,45,45
2000,1,SNTI,88,87
2000,1,SBGM,42,42
2000,1,SWMW,80,80
2000,1,SWOB,10,10
2000,1,FACT,31,31
2000,1,SBMD,176,176
2000,1,SGAS,73,72
2000,1,SWBR,65,65
2000,1,SNDM,30,30
2000,1,SNBW,26,26
2000,1,SBRG,22,21
2000,1,LPPR,14,14
2000,1,SNMU,22,22
2000,1,SSTD,63,63
2000,1,SBCZ,107,105
2000,1,SWEI,39,40
2000,1,SBLP,29,28
2000,1,SWKK,62,63
2000,1,SBPK,22,22
2000,1,SPIM,57,47
2000,1,SWMP,49,49
2000,1,SWNQ,52,50
2000,1,SWUY,45,45
2000,1,SURV,20,20
2000,1,SBXX,41,43
2000,1,KEWR,62,62
2000,1,SBUA,52,51
2000,1,SUPE,1,1
2000,1,SNSH,9,9
2000,1,SWJU,36,36
2000,1,SWKN,46,51
2000,1,SBAS,27,29
2000,1,SNQD,10,10
2000,1,TTPP,0,6
2000,1,SNTS,17,17
2000,1,SDAG,14,16
2000,1,KORD,62,62
2000,1,KHOU,0,2
2000,1,SACO,52,53
2000,1,SBAQ,5,5
2000,1,SBMN,1,1
2000,1,SWUQ,2,2
2000,1,SULS,2,4
2000,1,SMJP,1,1
2000,1,SBAA,0,1
2000,1,SBCP,44,44
2000,1,SNOB,22,22
2000,1,SBTD,1,1
2000,1,SVMG,0,1
2000,1,KDFW,31,31
2000,1,SMPB,1,1
2000,1,SEGU,13,30
2000,1,CYYZ,23,23
2000,1,DTTA,5,5
2000,1,SNYA,52,52
2000,1,SWTP,50,50
2000,1,SWNA,26,26
2000,1,SSDO,21,21
2000,1,SBPP,21,21
2000,1,GUCY,5,5
2000,1,SBBT,22,21
2000,1,EGKK,55,53
2000,1,LEBL,5,5
2000,1,MMMX,15,11
2000,1,MMUN,18,18
2000,1,SGES,33,31
2000,1,EGLL,31,31
2000,1,KIAH,28,27
2000,1,KATL,31,31
2000,1,SLLP,49,0
2000,1,MUHG,4,0
2000,1,SWPQ,1,0
2000,1,SLCB,4,0
2000,1,MMAA,1,0
2000,1,KLAS,1,0
2000,1,MUCM,2,0
2000,1,KMCO,31,0
2000,1,SEQU,13,0
2000,1,TFFR,1,0
2000,1,SDFR,0,0
2000,1,SNAB,0,0
2000,1,SWNO,0,0
2000,1,SDUN,0,0
2000,1,SSCC,0,0
2000,1,KFLL,0,0
2000,1,KIAD,0,0
2000,1,GCLP,0,0
2000,1,SBBI,0,0
2000,1,RKSS,0,0
2000,1,MDPC,0,0
2000,1,SBME,0,0
2000,1,2NHT,0,0
2000,1,SBTS,0,0
2000,1,SAIG,0,0
2000,1,TNCA,0,0
2000,1,SNPD,0,0
2000,1,SBIC,0,0
2000,1,SBGE,0,0
2000,1,SABE,0,0
2000,1,KHSV,0,0
2000,1,MYNN,0,0
2000,1,SBKO,0,0
2000,1,SDVG,0,0
2000,1,SWTS,0,0
2000,1,SWCP,0,0
2000,1,SWTU,0,0
2000,1,KMSY,0,0
2000,1,SBPC,0,0
2000,1,SBCC,0,0
2000,1,SBCB,0,0
2000,1,SBAV,0,0
2000,1,EDDV,0,0
2000,1,SCDA,0,0
2000,1,EDDT,0,0
2000,1,EDDM,0,0
2000,1,SBBQ,0,0
2000,1,SNRU,0,0
2000,1,0   ,0,0
2000,1,SNLA,0,0
2000,1,SNRS,0,0
2000,1,SDOU,0,0
2000,1,SBMY,0,0
2000,1,SWSQ,0,0
2000,1,SNKK,0,0
2000,1,SWKC,0,0
2000,1,EKCH,0,0
